;;"FAST BUDGET"

"Id";"Value";"Currency";"Category";"Account";"Date";"From/To";"Notes";"Value (EUR)"
"2301";"-48.6";"EUR";"Uni";"Geldbörse";"7/5/21";;"Drucken";"-48.6"
"2302";"-3.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"7/5/21";"PayPal";"Netflix Nachzahlung";"-3.0"
"2303";"3.0";"EUR";"Transfer between accounts";"PayPal";"7/5/21";"DKB VISA Debit";"Netflix Nachzahlung";"3.0"
"2304";"-64.55";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"7/4/21";;;"-64.55"
"2305";"-13.2";"EUR";"Transfer between accounts";"Geldbörse";"7/3/21";"PayPal";"";"-13.2"
"2306";"13.2";"EUR";"Transfer between accounts";"PayPal";"7/3/21";"Geldbörse";"";"13.2"
"2307";"100.0";"EUR";"Eltern";"DKB VISA Debit";"7/1/21";;;"100.0"
"2308";"16.9";"EUR";"_Ausgelegt";"PayPal";"6/29/21";;"Poolbürste";"16.9"
"2309";"33.42";"EUR";"_Ausgelegt";"PayPal";"6/29/21";;"Lastpass c+k+k";"33.42"
"2310";"-189.05";"EUR";"Miete";"DKB VISA Debit";"6/28/21";;"Juli";"-189.05"
"2311";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"6/28/21";;;"-4.49"
"2312";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"6/28/21";;"Spotify";"-2.5"
"2313";"-13.2";"EUR";"Transfer between accounts";"Geldbörse";"6/27/21";"PayPal";;"-13.2"
"2314";"13.2";"EUR";"Transfer between accounts";"PayPal";"6/27/21";"Geldbörse";;"13.2"
"2315";"-41.8";"EUR";"Ausflug";"PayPal";"6/25/21";;"Lorde";"-41.8"
"2316";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"6/24/21";"Geldbörse";"";"-50.0"
"2317";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"6/24/21";"DKB VISA (ausgelaufen)";"";"50.0"
"2318";"-16.9";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"6/21/21";;"Poolbürste";"-16.9"
"2319";"-55.23";"EUR";"Tanken";"PayPal";"6/20/21";;;"-55.23"
"2320";"-13.23";"EUR";"Lebensmittel";"Geldbörse";"6/19/21";;;"-13.23"
"2321";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"6/17/21";;;"-3.99"
"2322";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"6/15/21";;;"-112.95"
"2323";"-20.79";"EUR";"Ausflug";"Geldbörse";"6/13/21";;"Feier bei mir";"-20.79"
"2324";"-300.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"6/10/21";"DKB VISA (ausgelaufen)";"";"-300.0"
"2325";"300.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"6/10/21";"DKB VISA Debit";"";"300.0"
"2326";"-13.2";"EUR";"Transfer between accounts";"Geldbörse";"6/5/21";"PayPal";;"-13.2"
"2327";"13.2";"EUR";"Transfer between accounts";"PayPal";"6/5/21";"Geldbörse";;"13.2"
"2328";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"6/4/21";"Geldbörse";"";"-50.0"
"2329";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"6/4/21";"DKB VISA (ausgelaufen)";"";"50.0"
"2330";"-9.14";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"6/2/21";;;"-9.14"
"2331";"-2.02";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"6/2/21";;;"-2.02"
"2332";"100.0";"EUR";"Eltern";"DKB VISA Debit";"6/1/21";;;"100.0"
"2333";"-13.2";"EUR";"Transfer between accounts";"Geldbörse";"5/29/21";"PayPal";"";"-13.2"
"2334";"13.2";"EUR";"Transfer between accounts";"PayPal";"5/29/21";"Geldbörse";"";"13.2"
"2335";"-189.05";"EUR";"Miete";"DKB VISA Debit";"5/29/21";;;"-189.05"
"2336";"-4.49";"EUR";"Netflix";"DKB VISA Debit";"5/28/21";;;"-4.49"
"2337";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"5/28/21";;"Spotify";"-2.5"
"2338";"-3.0";"EUR";"Transfer between accounts";"Geldbörse";"5/27/21";"PayPal";"";"-3.0"
"2339";"3.0";"EUR";"Transfer between accounts";"PayPal";"5/27/21";"Geldbörse";"";"3.0"
"2340";"-53.88";"EUR";"Tanken";"PayPal";"5/27/21";;;"-53.88"
"2341";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"5/17/21";;;"-3.99"
"2342";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"5/15/21";;;"-112.95"
"2343";"-3.0";"EUR";"Transfer between accounts";"Geldbörse";"5/13/21";"PayPal";"";"-3.0"
"2344";"3.0";"EUR";"Transfer between accounts";"PayPal";"5/13/21";"Geldbörse";"";"3.0"
"2345";"10.0";"EUR";"Lohn";"Geldbörse";"5/11/21";;"Ines drucker";"10.0"
"2346";"10.0";"EUR";"_Ausgelegt";"Geldbörse";"5/8/21";;"Fahrtgeld Luise";"10.0"
"2347";"-47.23";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"5/8/21";;;"-47.23"
"2348";"-2.4";"EUR";"Lebensmittel";"Geldbörse";"5/5/21";;;"-2.4"
"2349";"-2.53";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"5/5/21";;;"-2.53"
"2350";"-2.86";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"5/4/21";;;"-2.86"
"2351";"-5.27";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"5/3/21";;;"-5.27"
"2352";"-53.8";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"5/2/21";;;"-53.8"
"2353";"100.0";"EUR";"Eltern";"DKB VISA Debit";"5/1/21";;;"100.0"
"2354";"-189.05";"EUR";"Miete";"DKB VISA Debit";"4/29/21";;;"-189.05"
"2355";"-3.3";"EUR";"Transfer between accounts";"Geldbörse";"4/29/21";"PayPal";"";"-3.3"
"2356";"3.3";"EUR";"Transfer between accounts";"PayPal";"4/29/21";"Geldbörse";"";"3.3"
"2357";"5.0";"EUR";"_Ausgelegt";"PayPal";"4/29/21";;;"5.0"
"2358";"-3.99";"EUR";"Netflix";"DKB VISA Debit";"4/28/21";;;"-3.99"
"2359";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"4/28/21";;"Spotify";"-2.5"
"2360";"-21.32";"EUR";"Geschenke";"PayPal";"4/27/21";;;"-21.32"
"2361";"11.14";"EUR";"_Ausgelegt";"PayPal";"4/27/21";;"Lastpass Luise";"11.14"
"2362";"5.01";"EUR";"_Ausgelegt";"PayPal";"4/27/21";;;"5.01"
"2363";"5.0";"EUR";"_Ausgelegt";"PayPal";"4/25/21";;;"5.0"
"2364";"-5.4";"EUR";"Lebensmittel";"PayPal";"4/24/21";;;"-5.4"
"2365";"-15.95";"EUR";"Transfer between accounts";"Geldbörse";"4/24/21";"PayPal";"";"-15.95"
"2366";"15.95";"EUR";"Transfer between accounts";"PayPal";"4/24/21";"Geldbörse";"";"15.95"
"2367";"-12.99";"EUR";"Geschenke";"PayPal";"4/23/21";;"Schnellkochtopf ersatzteil";"-12.99"
"2368";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"4/17/21";;;"-3.99"
"2369";"-64.15";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"4/15/21";;;"-64.15"
"2370";"-1.29";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/15/21";;;"-1.29"
"2371";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"4/15/21";;;"-112.95"
"2372";"-2.84";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/14/21";;;"-2.84"
"2373";"-2.26";"EUR";"Lebensmittel";"Geldbörse";"4/13/21";;;"-2.26"
"2374";"-4.61";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/13/21";;;"-4.61"
"2375";"-7.89";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/13/21";;;"-7.89"
"2376";"-68.93";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"4/10/21";"PayPal";"";"-68.93"
"2377";"68.93";"EUR";"Transfer between accounts";"PayPal";"4/10/21";"DKB VISA (ausgelaufen)";"";"68.93"
"2378";"-13.3";"EUR";"Transfer between accounts";"Geldbörse";"4/10/21";"PayPal";"";"-13.3"
"2379";"13.3";"EUR";"Transfer between accounts";"PayPal";"4/10/21";"Geldbörse";"";"13.3"
"2380";"-2.66";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/8/21";;;"-2.66"
"2381";"-11.12";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"4/6/21";;;"-11.12"
"2382";"-69.82";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"4/3/21";;;"-69.82"
"2383";"-13.25";"EUR";"Transfer between accounts";"Geldbörse";"4/3/21";"PayPal";"";"-13.25"
"2384";"13.25";"EUR";"Transfer between accounts";"PayPal";"4/3/21";"Geldbörse";"";"13.25"
"2385";"-18.2";"EUR";"Transfer between accounts";"Geldbörse";"4/3/21";"PayPal";"";"-18.2"
"2386";"18.2";"EUR";"Transfer between accounts";"PayPal";"4/3/21";"Geldbörse";"";"18.2"
"2387";"-22.97";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"4/3/21";;"Ostern";"-22.97"
"2388";"100.0";"EUR";"Eltern";"DKB VISA Debit";"4/1/21";;;"100.0"
"2389";"-5.25";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/31/21";;;"-5.25"
"2390";"-189.05";"EUR";"Miete";"DKB VISA Debit";"3/31/21";;"Miete april";"-189.05"
"2391";"-13.25";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/29/21";;;"-13.25"
"2392";"-3.99";"EUR";"Netflix";"DKB VISA Debit";"3/28/21";;;"-3.99"
"2393";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"3/28/21";;"Spotify";"-2.5"
"2394";"-61.39";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"3/26/21";;;"-61.39"
"2395";"-8.38";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/26/21";;;"-8.38"
"2396";"-3.99";"EUR";"Baumarkt";"Geldbörse";"3/26/21";;"Ohrschützer";"-3.99"
"2397";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/26/21";"DKB VISA (ausgelaufen)";"";"-500.0"
"2398";"500.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"3/26/21";"DKB VISA Debit";"";"500.0"
"2399";"-13.18";"EUR";"Lebensmittel";"Geldbörse";"3/26/21";;"Broetchen";"-13.18"
"2400";"-6.63";"EUR";"Lebensmittel";"Geldbörse";"3/24/21";;;"-6.63"
"2401";"-0.98";"EUR";"Lebensmittel";"Geldbörse";"3/23/21";;;"-0.98"
"2402";"-3.49";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/22/21";;;"-3.49"
"2403";"-0.5";"EUR";"Lebensmittel";"Geldbörse";"3/22/21";;;"-0.5"
"2404";"-55.69";"EUR";"Lastpass";"DKB VISA (ausgelaufen)";"3/22/21";;"22.03.21 bis 22.03.22";"-55.69"
"2405";"-1.8";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/22/21";;;"-1.8"
"2406";"-9.65";"EUR";"Transfer between accounts";"Geldbörse";"3/20/21";"PayPal";"";"-9.65"
"2407";"9.65";"EUR";"Transfer between accounts";"PayPal";"3/20/21";"Geldbörse";"";"9.65"
"2408";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"3/17/21";;;"-3.99"
"2409";"-9.34";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/15/21";;;"-9.34"
"2410";"-1.63";"EUR";"Lebensmittel";"Geldbörse";"3/15/21";;;"-1.63"
"2411";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"3/15/21";;;"-112.95"
"2412";"-12.7";"EUR";"Transfer between accounts";"Geldbörse";"3/14/21";"PayPal";"";"-12.7"
"2413";"12.7";"EUR";"Transfer between accounts";"PayPal";"3/14/21";"Geldbörse";"";"12.7"
"2414";"50.0";"EUR";"Eltern";"Geldbörse";"3/14/21";;;"50.0"
"2415";"-56.42";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"3/13/21";;;"-56.42"
"2416";"1000.0";"EUR";"sonstige Einnahmen";"DKB VISA Debit";"3/13/21";;"Langzeit Gebühren zurück";"1000.0"
"2417";"-12.77";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/8/21";;;"-12.77"
"2418";"-1.1";"EUR";"Lebensmittel";"Geldbörse";"3/8/21";;;"-1.1"
"2419";"-52.44";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"3/5/21";;;"-52.44"
"2420";"-13.51";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/3/21";;;"-13.51"
"2421";"-2.78";"EUR";"Lebensmittel";"Geldbörse";"3/3/21";;;"-2.78"
"2422";"-8.67";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"3/2/21";;;"-8.67"
"2423";"-189.05";"EUR";"Miete";"DKB VISA Debit";"3/1/21";;"März miete";"-189.05"
"2424";"100.0";"EUR";"Eltern";"DKB VISA Debit";"3/1/21";;;"100.0"
"2425";"-4.56";"EUR";"Lebensmittel";"Geldbörse";"2/28/21";;;"-4.56"
"2426";"-3.99";"EUR";"Netflix";"DKB VISA Debit";"2/28/21";;;"-3.99"
"2427";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"2/28/21";;"Spotify";"-2.5"
"2428";"-13.6";"EUR";"Bar Alkohol";"PayPal";"2/27/21";;;"-13.6"
"2429";"-3.37";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/26/21";;;"-3.37"
"2430";"-2.67";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/25/21";;;"-2.67"
"2431";"-12.28";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/24/21";;;"-12.28"
"2432";"-2.35";"EUR";"Lebensmittel";"Geldbörse";"2/24/21";;;"-2.35"
"2433";"-4.66";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/23/21";;;"-4.66"
"2434";"-0.98";"EUR";"Lebensmittel";"Geldbörse";"2/23/21";;;"-0.98"
"2435";"-4.29";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/22/21";;;"-4.29"
"2436";"-9.8";"EUR";"Lebensmittel";"Geldbörse";"2/20/21";;;"-9.8"
"2437";"-53.05";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"2/19/21";;;"-53.05"
"2438";"-3.99";"EUR";"Handyvertrag";"DKB VISA Debit";"2/17/21";;;"-3.99"
"2439";"-3.67";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/16/21";;;"-3.67"
"2440";"-3.62";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/15/21";;;"-3.62"
"2441";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"2/15/21";;;"-112.95"
"2442";"-4.85";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/11/21";;;"-4.85"
"2443";"-148.0";"EUR";"Auto";"DKB VISA Debit";"2/11/21";;"Kfz steuer";"-148.0"
"2444";"-3.57";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/9/21";;;"-3.57"
"2445";"-1.95";"EUR";"Lebensmittel";"Geldbörse";"2/9/21";;;"-1.95"
"2446";"-64.89";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"2/9/21";;;"-64.89"
"2447";"-0.69";"EUR";"sonstige Ausgaben";"Geldbörse";"2/9/21";;;"-0.69"
"2448";"-20.0";"EUR";"Auto";"Geldbörse";"2/5/21";;"Starter obulus";"-20.0"
"2449";"-10.0";"EUR";"Uni";"Geldbörse";"2/5/21";;"Essen";"-10.0"
"2450";"-5.0";"EUR";"Miete";"Geldbörse";"2/4/21";;"Wg gemeintschaftskasse";"-5.0"
"2451";"-5.25";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/1/21";;;"-5.25"
"2452";"100.0";"EUR";"Eltern";"DKB VISA Debit";"2/1/21";;"Fahrtgeld";"100.0"
"2453";"-13.12";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"2/1/21";;;"-13.12"
"2454";"-1.8";"EUR";"Lebensmittel";"Geldbörse";"2/1/21";;;"-1.8"
"2455";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"1/29/21";;"Spotify";"-2.5"
"2456";"-189.05";"EUR";"Miete";"DKB VISA Debit";"1/28/21";;"Miete Februar";"-189.05"
"2457";"-300.0";"EUR";"Ausgelegt";"DKB VISA Debit";"1/28/21";;"Kaution";"-300.0"
"2458";"50.0";"EUR";"Eltern";"Geldbörse";"1/28/21";;"Solaranlage";"50.0"
"2459";"-3.99";"EUR";"Netflix";"DKB VISA Debit";"1/28/21";;;"-3.99"
"2460";"-298.92";"EUR";"Auto";"DKB VISA Debit";"1/22/21";;"Versicherungen";"-298.92"
"2461";"-5.5";"EUR";"Transfer between accounts";"Geldbörse";"1/20/21";"PayPal";"";"-5.5"
"2462";"5.5";"EUR";"Transfer between accounts";"PayPal";"1/20/21";"Geldbörse";"";"5.5"
"2463";"-60.85";"EUR";"Tanken";"Geldbörse";"1/20/21";;;"-60.85"
"2464";"50.0";"EUR";"Eltern";"Geldbörse";"1/19/21";;;"50.0"
"2465";"-3.89";"EUR";"Handyvertrag";"DKB VISA Debit";"1/17/21";;;"-3.89"
"2466";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"1/15/21";;;"-112.95"
"2467";"-88.0";"EUR";"Auto";"Geldbörse";"1/14/21";;"Anmeldung";"-88.0"
"2468";"-14.5";"EUR";"Auto";"DKB VISA Debit";"1/13/21";;"Vhv Dezember Versicherung";"-14.5"
"2469";"-7.28";"EUR";"Technik";"PayPal";"1/12/21";;"Adapter AUX usb";"-7.28"
"2470";"-0.5";"EUR";"Ausgleich";"Geldbörse";"1/12/21";;;"-0.5"
"2471";"73.0";"EUR";"_Ausgelegt";"PayPal";"1/7/21";;"Autosteuern zurück";"73.0"
"2472";"-30.85";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"1/6/21";"DKB VISA Debit";"";"-30.85"
"2473";"30.85";"EUR";"Transfer between accounts";"DKB VISA Debit";"1/6/21";"DKB VISA (ausgelaufen)";"";"30.85"
"2474";"-5.6";"EUR";"Lebensmittel";"Geldbörse";"1/2/21";;;"-5.6"
"2475";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"12/29/20";;"Spotify";"-2.5"
"2476";"561.61";"EUR";"_Ausgelegt";"DKB VISA Debit";"12/28/20";;"Schrankmaterial, fussmassage und sonstiges";"561.61"
"2477";"50.0";"EUR";"Geschenk";"DKB VISA Debit";"12/28/20";;"Weihnachten opa";"50.0"
"2478";"-3.59";"EUR";"Netflix";"DKB VISA Debit";"12/28/20";;;"-3.59"
"2479";"150.0";"EUR";"Lohn";"Geldbörse";"12/26/20";;"Johannes";"150.0"
"2480";"-0.5";"EUR";"Ausgleich";"Geldbörse";"12/25/20";;;"-0.5"
"2481";"-500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/25/20";"DKB VISA (ausgelaufen)";"";"-500.0"
"2482";"500.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/25/20";"DKB VISA Debit";"";"500.0"
"2483";"-0.99";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/25/20";"DKB VISA (ausgelaufen)";;"-0.99"
"2484";"0.99";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/25/20";"DKB VISA Debit";;"0.99"
"2485";"-52.81";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"12/21/20";;;"-52.81"
"2486";"-11.99";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"12/18/20";;"Ich Kalender";"-11.99"
"2487";"-23.67";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"12/18/20";;"Regalausschub 350";"-23.67"
"2488";"-13.99";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"12/18/20";;"Schlossknacker";"-13.99"
"2489";"-149.99";"EUR";"Ausgelegt";"DKB VISA (ausgelaufen)";"12/18/20";;"Fussmassage";"-149.99"
"2490";"-3.89";"EUR";"PC";"PayPal";"12/18/20";;"Oddmar";"-3.89"
"2491";"-3.89";"EUR";"Handyvertrag";"DKB VISA Debit";"12/17/20";;;"-3.89"
"2492";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"12/15/20";;;"-112.95"
"2493";"-76.96";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/13/20";"PayPal";"";"-76.96"
"2494";"76.96";"EUR";"Transfer between accounts";"PayPal";"12/13/20";"DKB VISA (ausgelaufen)";"";"76.96"
"2495";"-6.29";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"12/13/20";;"Dos";"-6.29"
"2496";"-300.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/9/20";"DKB VISA (ausgelaufen)";"";"-300.0"
"2497";"300.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/9/20";"DKB VISA Debit";"";"300.0"
"2498";"-0.49";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"12/9/20";;"Amazon Prime";"-0.49"
"2499";"975.0";"EUR";"_Ausgelegt";"DKB VISA Debit";"12/9/20";;"Kaution Zurück";"975.0"
"2500";"23.48";"EUR";"_Ausgelegt";"PayPal";"12/9/20";;"Von Luise Fitzeck frauke";"23.48"
"2501";"-19.1";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/9/20";"PayPal";"Amazon Luise ";"-19.1"
"2502";"19.1";"EUR";"Transfer between accounts";"PayPal";"12/9/20";"DKB VISA (ausgelaufen)";"Amazon Luise ";"19.1"
"2503";"-22.99";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"12/1/20";;"Buch Frauke";"-22.99"
"2504";"-15.9";"EUR";"Geschenke";"PayPal";"12/1/20";;"Doro Lichterkette";"-15.9"
"2505";"-4.5";"EUR";"Geschenke";"Geldbörse";"12/1/20";;"Paket frauke";"-4.5"
"2506";"-20.19";"EUR";"Geschenke";"DKB VISA (ausgelaufen)";"11/30/20";;"Sortier kasten Keyboard sticker";"-20.19"
"2507";"-19.9";"EUR";"Geschenke";"PayPal";"11/30/20";;;"-19.9"
"2508";"-30.0";"EUR";"Geschenke";"Geldbörse";"11/30/20";;"Boxsack";"-30.0"
"2509";"-16.64";"EUR";"Technik";"DKB VISA Debit";"11/29/20";;"Lichterkette";"-16.64"
"2510";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"11/29/20";;"Spotify";"-2.5"
"2511";"-4.56";"EUR";"Lebensmittel";"Geldbörse";"11/28/20";;"Weisskohl";"-4.56"
"2512";"-3.59";"EUR";"Netflix";"DKB VISA Debit";"11/28/20";;;"-3.59"
"2513";"-49.0";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/26/20";;"Winkel Türklinke";"-49.0"
"2514";"1.72";"EUR";"sonstige Einnahmen";"Geldbörse";"11/26/20";;;"1.72"
"2515";"-500.7";"EUR";"Auto";"DKB VISA Debit";"11/26/20";;"Versicherungen";"-500.7"
"2516";"-8.69";"EUR";"Baumarkt";"DKB VISA Debit";"11/25/20";;"Scharniere";"-8.69"
"2517";"-0.97";"EUR";"Baumarkt";"Geldbörse";"11/25/20";;"Maske";"-0.97"
"2518";"-60.31";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/25/20";;;"-60.31"
"2519";"-68.27";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/23/20";;"Leimholz Hammer frauke";"-68.27"
"2520";"-42.46";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"11/23/20";;"6m Stuck und kantholz Buche badschrank";"-42.46"
"2521";"-116.99";"EUR";"Baumarkt";"DKB VISA Debit";"11/21/20";;"Waschbecken";"-116.99"
"2522";"-35.04";"EUR";"Baumarkt";"DKB VISA Debit";"11/21/20";;"Pocket hole jig";"-35.04"
"2523";"-28.74";"EUR";"Bar Alkohol";"PayPal";"11/18/20";;"Cocktails";"-28.74"
"2524";"-3.89";"EUR";"Handyvertrag";"DKB VISA Debit";"11/17/20";;;"-3.89"
"2525";"-112.95";"EUR";"Krankenversicherung";"DKB VISA Debit";"11/15/20";;;"-112.95"
"2526";"-20.74";"EUR";"Lebensmittel";"Geldbörse";"11/14/20";;;"-20.74"
"2527";"-300.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"11/12/20";"DKB VISA (ausgelaufen)";"";"-300.0"
"2528";"300.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"11/12/20";"DKB VISA Debit";"";"300.0"
"2529";"-3.03";"EUR";"Transfer between accounts";"Geldbörse";"11/12/20";"PayPal";"";"-3.03"
"2530";"3.03";"EUR";"Transfer between accounts";"PayPal";"11/12/20";"Geldbörse";"";"3.03"
"2531";"-50.51";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"11/12/20";;;"-50.51"
"2532";"100.0";"EUR";"Lohn";"Geldbörse";"11/11/20";;;"100.0"
"2533";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"11/10/20";;"Gasflasche";"-5.0"
"2534";"900.0";"EUR";"Lohn";"DKB VISA Debit";"11/5/20";;;"900.0"
"2535";"-20.89";"EUR";"Transfer between accounts";"Geldbörse";"11/5/20";"PayPal";"";"-20.89"
"2536";"20.89";"EUR";"Transfer between accounts";"PayPal";"11/5/20";"Geldbörse";"";"20.89"
"2537";"-56.04";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"11/1/20";;;"-56.04"
"2538";"-3.81";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/29/20";;;"-3.81"
"2539";"-2.5";"EUR";"Spotify";"DKB VISA Debit";"10/29/20";;"Spotify";"-2.5"
"2540";"-45.96";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"10/28/20";;;"-45.96"
"2541";"-3.59";"EUR";"Netflix";"DKB VISA Debit";"10/28/20";;;"-3.59"
"2542";"-6.73";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/27/20";;;"-6.73"
"2543";"150.0";"EUR";"Eltern";"DKB VISA Debit";"10/27/20";;;"150.0"
"2544";"-3.11";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/26/20";;;"-3.11"
"2545";"-10.06";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/23/20";;;"-10.06"
"2546";"-3.31";"EUR";"Lebensmittel";"Geldbörse";"10/22/20";;;"-3.31"
"2547";"-4.5";"EUR";"Lebensmittel";"Geldbörse";"10/21/20";;;"-4.5"
"2548";"-7.37";"EUR";"Ausflug";"PayPal";"10/20/20";;"Darmstadt";"-7.37"
"2549";"-2.28";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/19/20";;;"-2.28"
"2550";"1.09";"EUR";"sonstige Einnahmen";"Geldbörse";"10/18/20";;"Ausgleich";"1.09"
"2551";"-20.0";"EUR";"Sport";"Geldbörse";"10/18/20";;"Fahrrad Licht";"-20.0"
"2552";"-2.5";"EUR";"sonstige Ausgaben";"Geldbörse";"10/18/20";;"Wäsche";"-2.5"
"2553";"-1.22";"EUR";"Lebensmittel";"DKB VISA (ausgelaufen)";"10/17/20";;;"-1.22"
"2554";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"10/17/20";"Geldbörse";"";"-50.0"
